id,value
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {OTROS PROCEDIMIENTOS EN ABDOMEN} SubGrupo: {LISIS DE ADHERENCIAS PERITONEALES},78
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {OTROS PROCEDIMIENTOS EN ABDOMEN} SubGrupo: {OTRA REPARACION DE PARED ABDOMINAL Y PERITONEO},203
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {OTROS PROCEDIMIENTOS EN ABDOMEN} SubGrupo: {OTROS PROCEDIMIENTOS DE LA REGION ABDOMINAL},1840
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {OTROS PROCEDIMIENTOS EN ABDOMEN} SubGrupo: {PROCEDIMIENTOS DIAGNOSTICOS DE LA REGION ABDOMINAL},210
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {OTROS PROCEDIMIENTOS EN ABDOMEN} SubGrupo: {RESECCION DE LESION O TEJIDO DE LA PARED ABDOMINAL U OMBLIGO},221
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {OTROS PROCEDIMIENTOS EN ABDOMEN} SubGrupo: {RESECCION DE LESION O TEJIDO PERITONEAL},19
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {OTROS PROCEDIMIENTOS EN ABDOMEN} SubGrupo: {SUTURA DE PARED ABDOMINAL Y PERITONEO},24
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {OTROS PROCEDIMIENTOS EN INTESTINO} SubGrupo: {APERTURA RETARDADA DE ILEOSTOMIA SOD},2
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {OTROS PROCEDIMIENTOS EN INTESTINO} SubGrupo: {CIERRE DE ESTOMA PERSISTENTE},5
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {OTROS PROCEDIMIENTOS EN INTESTINO} SubGrupo: {COLOSTOMРIAS},13
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {OTROS PROCEDIMIENTOS EN INTESTINO} SubGrupo: {DILATACION Y OTRA MANIPULACION DE INTESTINO},77
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {OTROS PROCEDIMIENTOS EN INTESTINO} SubGrupo: {EXTERIORIZACION DE INTESTINO (ENTEROSTOMРIA)},15
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {OTROS PROCEDIMIENTOS EN INTESTINO} SubGrupo: {ILEOSTOMIA CONTINENTE SOD},7
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {OTROS PROCEDIMIENTOS EN INTESTINO} SubGrupo: {OTRA REPARACION DE INTESTINO},165
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {OTROS PROCEDIMIENTOS EN INTESTINO} SubGrupo: {OTROS PROCEDIMIENTOS EN EL INTESTINO},6
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {OTROS PROCEDIMIENTOS EN INTESTINO} SubGrupo: {REVISION DE ESTOMA INTESTINAL},2
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {PROCEDIMIENTOS EN ANO} SubGrupo: {ABLACION DE LESION DE ANO POR DIATERMIA CRIO O ELECTROCOAGULACION SOD},18
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {PROCEDIMIENTOS EN ANO} SubGrupo: {ESFINTEROTOMРIA DEL ANO},5
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {PROCEDIMIENTOS EN ANO} SubGrupo: {FISTULECTOMIA ANAL O PERIANAL SOD},14
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {PROCEDIMIENTOS EN ANO} SubGrupo: {FISTULOTOMIA ANAL SOD},10
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {PROCEDIMIENTOS EN ANO} SubGrupo: {INCISION O ESCISION DE TEJIDO PERIANAL},14
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {PROCEDIMIENTOS EN ANO} SubGrupo: {OTROS PROCEDIMIENTOS EN ANO},2
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {PROCEDIMIENTOS EN ANO} SubGrupo: {PROCEDIMIENTOS DIAGNOSTICOS EN ANO Y TEJIDO PERIANAL},44
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {PROCEDIMIENTOS EN ANO} SubGrupo: {PROCEDIMIENTOS EN HEMORROIDES},112
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {PROCEDIMIENTOS EN ANO} SubGrupo: {REPARACION DE ANO},7
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {PROCEDIMIENTOS EN ANO} SubGrupo: {RESECCION DE LESION DE ANO POR FULGURACION ENDOSCOPICA SOD},1
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {PROCEDIMIENTOS EN APENDICE} SubGrupo: {RESECCION DE APENDICE},107
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {PROCEDIMIENTOS EN ESTOMAGO} SubGrupo: {ESCISION LOCAL ENDOSCРЈPICA DE LESION O TEJIDO DE ESTOMAGO},35
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {PROCEDIMIENTOS EN ESTOMAGO} SubGrupo: {GASTRECTOMРIA PARCIAL CON ANASTOMOSIS AL DUODENO},2
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {PROCEDIMIENTOS EN ESTOMAGO} SubGrupo: {GASTRECTOMРIA PARCIAL CON ANASTOMOSIS AL YEYUNO},11
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {PROCEDIMIENTOS EN ESTOMAGO} SubGrupo: {GASTRECTOMРIA TOTAL},19
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {PROCEDIMIENTOS EN ESTOMAGO} SubGrupo: {GASTROSTOMРIA},124
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {PROCEDIMIENTOS EN ESTOMAGO} SubGrupo: {INCISION Y ESCISION DE ESTOMAGO},21
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {PROCEDIMIENTOS EN ESTOMAGO} SubGrupo: {OTRA GASTRECTOMРIA PARCIAL},52
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {PROCEDIMIENTOS EN ESOFAGO} SubGrupo: {ESCISION LOCAL O ELIMINACION DE LESION O TEJIDO DE ESOFAGO},44
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {PROCEDIMIENTOS EN ESOFAGO} SubGrupo: {ESOFAGOMIOTOMРIA},3
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {PROCEDIMIENTOS EN ESOFAGO} SubGrupo: {OTRA REPARACION DE ESOFAGO},2
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {PROCEDIMIENTOS EN ESOFAGO} SubGrupo: {OTROS PROCEDIMIENTOS DE ESOFAGO},64
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {PROCEDIMIENTOS EN ESOFAGO} SubGrupo: {PROCEDIMIENTOS DIAGNOSTICOS EN ESOFAGO},74
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {PROCEDIMIENTOS EN ESOFAGO} SubGrupo: {REPARACIONES EN EL ESOFAGO},14
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {PROCEDIMIENTOS EN ESOFAGO} SubGrupo: {RESECCION DE ESOFAGO},13
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {PROCEDIMIENTOS EN HРIGADO} SubGrupo: {ESCISION LOCAL O ELIMINACION DE TEJIDO O LESION DE HРIGADO},9
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {PROCEDIMIENTOS EN HРIGADO} SubGrupo: {HEPATECTOMРIA TOTAL},27
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {PROCEDIMIENTOS EN HРIGADO} SubGrupo: {REPARACION DEL HРIGADO},21
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {PROCEDIMIENTOS EN INTESTINO} SubGrupo: {ANASTOMOSIS INTESTINAL},37
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {PROCEDIMIENTOS EN INTESTINO} SubGrupo: {COLECTOMIA INTRABDOMINAL TOTAL},1
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {PROCEDIMIENTOS EN INTESTINO} SubGrupo: {ESCISION LOCAL DE LESION O TEJIDO DE INTESTINO GRUESO},42
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {PROCEDIMIENTOS EN INTESTINO} SubGrupo: {ESCISION LOCAL O ABLACION DE LESION O TEJIDO DE INTESTINO DELGADO},10
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {PROCEDIMIENTOS EN INTESTINO} SubGrupo: {OTRA ESCISION DE INTESTINO DELGADO},53
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {PROCEDIMIENTOS EN INTESTINO} SubGrupo: {PROCEDIMIENTOS DIAGNOSTICOS EN EL INTESTINO DELGADO},6823
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {PROCEDIMIENTOS EN INTESTINO} SubGrupo: {PROCEDIMIENTOS DIAGNOSTICOS EN INTESTINO GRUESO},3665
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {PROCEDIMIENTOS EN INTESTINO} SubGrupo: {RESECCION PARCIAL DE INTESTINO GRUESO},88
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {PROCEDIMIENTOS EN PARED ABDOMINAL} SubGrupo: {HERNIORRAFIA BILATERAL FEMORAL O CRURAL REPRODUCIDA SOD},6
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {PROCEDIMIENTOS EN PARED ABDOMINAL} SubGrupo: {HERNIORRAFIA FEMORAL O CRURAL},10
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {PROCEDIMIENTOS EN PARED ABDOMINAL} SubGrupo: {OTRA REPARACION DE HERNIA},1
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {PROCEDIMIENTOS EN PARED ABDOMINAL} SubGrupo: {REPARACION BILATERAL DE HERNIA INGUINAL},9
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {PROCEDIMIENTOS EN PARED ABDOMINAL} SubGrupo: {REPARACION DE HERNIA UMBILICAL},325
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {PROCEDIMIENTOS EN PARED ABDOMINAL} SubGrupo: {REPARACION DE HERNIAS DIAFRAGMATICAS},9
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {PROCEDIMIENTOS EN PARED ABDOMINAL} SubGrupo: {REPARACION DE OTRA HERNIA DE PARED ABDOMINAL ANTERIOR},27
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {PROCEDIMIENTOS EN PARED ABDOMINAL} SubGrupo: {REPARACION UNILATERAL DE HERNIA INGUINAL},424
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {PROCEDIMIENTOS EN PANCREAS} SubGrupo: {DRENAJE DE QUISTE Y SEUDOQUISTE PANCREATICO},1
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {PROCEDIMIENTOS EN PANCREAS} SubGrupo: {ESCISION LOCAL O ELIMINACION DE LESION DE PANCREAS Y CONDUCTO PANCREATICO},5
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {PROCEDIMIENTOS EN PANCREAS} SubGrupo: {EXTRACCION DE CUERPO EXTRAÑO DE PANCREAS Y CONDUCTO PANCREATICO},2
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {PROCEDIMIENTOS EN PANCREAS} SubGrupo: {OTROS PROCEDIMIENTOS DE PANCREAS},10
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {PROCEDIMIENTOS EN PANCREAS} SubGrupo: {PANCREATECTOMРIA PARCIAL},10
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {PROCEDIMIENTOS EN PANCREAS} SubGrupo: {PANCREATICODUODENECTOMРIA},5
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {PROCEDIMIENTOS EN PANCREAS} SubGrupo: {PANCREATOTOMIA},4
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {PROCEDIMIENTOS EN PANCREAS} SubGrupo: {PROCEDIMIENTOS DIAGNOSTICOS EN PANCREAS},8
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {PROCEDIMIENTOS EN RECTO RECTOSIGMOIDE Y TEJIDO PERIRRECTAL} SubGrupo: {ESCISION LOCAL O ELIMINACION DE LESION O TEJIDO RECTAL},23
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {PROCEDIMIENTOS EN RECTO RECTOSIGMOIDE Y TEJIDO PERIRRECTAL} SubGrupo: {INCISION O ESCISION DE TEJIDO O LESION PERIRRECTAL},1
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {PROCEDIMIENTOS EN RECTO RECTOSIGMOIDE Y TEJIDO PERIRRECTAL} SubGrupo: {OTRA RESECCION DE RECTO},7
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {PROCEDIMIENTOS EN RECTO RECTOSIGMOIDE Y TEJIDO PERIRRECTAL} SubGrupo: {OTROS PROCEDIMIENTOS EN RECTO Y TEJIDO PERIRRECTAL},1
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {PROCEDIMIENTOS EN RECTO RECTOSIGMOIDE Y TEJIDO PERIRRECTAL} SubGrupo: {PROCEDIMIENTOS DIAGNOSTICOS EN RECTO RECTOSIGMOIDE Y TEJIDO PERIRRECTAL},166
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {PROCEDIMIENTOS EN RECTO RECTOSIGMOIDE Y TEJIDO PERIRRECTAL} SubGrupo: {PROCTECTOMРIAS},6
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {PROCEDIMIENTOS EN RECTO RECTOSIGMOIDE Y TEJIDO PERIRRECTAL} SubGrupo: {REPARACION DE RECTO (PROCTOPLASTIA)},9
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {PROCEDIMIENTOS EN VESICULA BILIAR Y TRACTO BILIAR} SubGrupo: {ANASTOMOSIS DE VESICULA BILIAR O VРIA BILIAR},5
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {PROCEDIMIENTOS EN VESICULA BILIAR Y TRACTO BILIAR} SubGrupo: {COLECISTOTOMРIA Y COLECISTOSTOMРIA},20
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {PROCEDIMIENTOS EN VESICULA BILIAR Y TRACTO BILIAR} SubGrupo: {EXPLORACION Y DESCOMPRESION DE VРIAS BILIARES},22
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {PROCEDIMIENTOS EN VESICULA BILIAR Y TRACTO BILIAR} SubGrupo: {OTROS PROCEDIMIENTOS EN CONDUCTOS BILIARES Y ESFРINTER},116
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {PROCEDIMIENTOS EN VESICULA BILIAR Y TRACTO BILIAR} SubGrupo: {PROCEDIMIENTOS DIAGNOSTICOS EN LA VРIA BILIAR PRINCIPAL},23
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {PROCEDIMIENTOS EN VESICULA BILIAR Y TRACTO BILIAR} SubGrupo: {REPARACION DE VРIAS BILIARES},12
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {PROCEDIMIENTOS EN VESICULA BILIAR Y TRACTO BILIAR} SubGrupo: {RESECCION DE LESION O TEJIDO DE VESICULA BILIAR Y VIAS BILIARES},560
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA ENDOCRINO} Grupo: {PROCEDIMIENTOS EN LAS GLANDULAS TIROIDES Y PARATIROIDES} SubGrupo: {BIOPSIA DE GLANDULAS TIROIDES},69
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA ENDOCRINO} Grupo: {PROCEDIMIENTOS EN LAS GLANDULAS TIROIDES Y PARATIROIDES} SubGrupo: {ESCISION DE LESION O TEJIDO TIROGLOSO},6
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA ENDOCRINO} Grupo: {PROCEDIMIENTOS EN LAS GLANDULAS TIROIDES Y PARATIROIDES} SubGrupo: {INCISION EN EL AREA TIROIDEA},33
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA ENDOCRINO} Grupo: {PROCEDIMIENTOS EN LAS GLANDULAS TIROIDES Y PARATIROIDES} SubGrupo: {OTROS PROCEDIMIENTOS EN REGION TIROIDEA Y PARATIROIDEA},5
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA ENDOCRINO} Grupo: {PROCEDIMIENTOS EN LAS GLANDULAS TIROIDES Y PARATIROIDES} SubGrupo: {PARATIROIDECTOMРIA},26
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA ENDOCRINO} Grupo: {PROCEDIMIENTOS EN LAS GLANDULAS TIROIDES Y PARATIROIDES} SubGrupo: {RESECCION PARCIAL DE TIROIDES},52
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA ENDOCRINO} Grupo: {PROCEDIMIENTOS EN LAS GLANDULAS TIROIDES Y PARATIROIDES} SubGrupo: {RESECCION RETROESTERNAL DE TIROIDES},15
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA ENDOCRINO} Grupo: {PROCEDIMIENTOS EN LAS GLANDULAS TIROIDES Y PARATIROIDES} SubGrupo: {RESECCION TOTAL DE TIROIDES},86
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA ENDOCRINO} Grupo: {PROCEDIMIENTOS EN LAS GLANDULAS TIROIDES Y PARATIROIDES} SubGrupo: {TIROIDECTOMIA},21
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA ENDOCRINO} Grupo: {PROCEDIMIENTOS EN OTRAS GLANDULAS ENDOCRINAS} SubGrupo: {HIPOFISECTOMРIA},1
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA ENDOCRINO} Grupo: {PROCEDIMIENTOS EN OTRAS GLANDULAS ENDOCRINAS} SubGrupo: {PROCEDIMIENTOS DIAGNOSTICOS EN GLANDULAS SUPRARRENAL PITUITARIA PINEAL Y TIMO},19
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA ENDOCRINO} Grupo: {PROCEDIMIENTOS EN OTRAS GLANDULAS ENDOCRINAS} SubGrupo: {SUPRARRENALECTOMРIAS},3
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA HEMATICO Y LINFATICO} Grupo: {PROCEDIMIENTOS EN EL SISTEMA LINFATICO} SubGrupo: {ESCISION DE GANGLIO LINFATICO REGIONAL},1
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA HEMATICO Y LINFATICO} Grupo: {PROCEDIMIENTOS EN EL SISTEMA LINFATICO} SubGrupo: {ESCISION RADICAL DE GANGLIO O ESTRUCTURA LINFATICA CERVICAL},45
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA HEMATICO Y LINFATICO} Grupo: {PROCEDIMIENTOS EN EL SISTEMA LINFATICO} SubGrupo: {ESCISION RADICAL DE OTROS GANGLIOS LINFATICOS},73
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA HEMATICO Y LINFATICO} Grupo: {PROCEDIMIENTOS EN EL SISTEMA LINFATICO} SubGrupo: {ESCISION SIMPLE DE ESTRUCTURA LINFATICA},36
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA HEMATICO Y LINFATICO} Grupo: {PROCEDIMIENTOS EN EL SISTEMA LINFATICO} SubGrupo: {PROCEDIMIENTOS DIAGNOSTICOS EN ESTRUCTURAS LINFATICAS},131
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA HEMATICO Y LINFATICO} Grupo: {PROCEDIMIENTOS EN EL SISTEMA LINFATICO} SubGrupo: {PROCEDIMIENTOS EN CONDUCTO TORACICO},5
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA HEMATICO Y LINFATICO} Grupo: {PROCEDIMIENTOS EN EL SISTEMA LINFATICO} SubGrupo: {REPARACION DE ESTRUCTURA LINFATICA},15
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA HEMATICO Y LINFATICO} Grupo: {PROCEDIMIENTOS EN MEDULA OSEA Y BAZO} SubGrupo: {ESCISION O ABLACION DE LESION O TEJIDO DEL BAZO},15
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA HEMATICO Y LINFATICO} Grupo: {PROCEDIMIENTOS EN MEDULA OSEA Y BAZO} SubGrupo: {PROCEDIMIENTOS DIAGNOSTICOS EN MEDULA OSEA Y BAZO},135
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA HEMATICO Y LINFATICO} Grupo: {PROCEDIMIENTOS EN MEDULA OSEA Y BAZO} SubGrupo: {TRASPLANTE DE MEDULA OSEA O DE CELULAS PROGENITORAS EXTRAIDAS DE SANGRE PERIFERICA},3
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA NERVIOSO} Grupo: {OTROS PROCEDIMIENTOS EN CRANEO CEREBRO O MENINGES CEREBRALES} SubGrupo: {DERIVACION VENTRICULAR EXTRACRANEAL},21
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA NERVIOSO} Grupo: {OTROS PROCEDIMIENTOS EN CRANEO CEREBRO O MENINGES CEREBRALES} SubGrupo: {INSERCION O IMPLANTE DE CATETER CON RESERVORIO SUBCUTANEO},1
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA NERVIOSO} Grupo: {OTROS PROCEDIMIENTOS EN CRANEO CEREBRO O MENINGES CEREBRALES} SubGrupo: {OTROS PROCEDIMIENTOS EN CRANEO CEREBRO Y MENINGES CEREBRALES},7
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA NERVIOSO} Grupo: {OTROS PROCEDIMIENTOS EN CRANEO CEREBRO O MENINGES CEREBRALES} SubGrupo: {REPARACION DE MENINGES CEREBRALES},1250
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA NERVIOSO} Grupo: {OTROS PROCEDIMIENTOS EN CRANEO CEREBRO O MENINGES CEREBRALES} SubGrupo: {REPARACION EN CRANEO (CRANEOPLASTIA)},81
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA NERVIOSO} Grupo: {OTROS PROCEDIMIENTOS EN CRANEO CEREBRO O MENINGES CEREBRALES} SubGrupo: {REVISION EXTRACCION E IRRIGACION DE DERIVACION VENTRICULAR},23
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA NERVIOSO} Grupo: {OTROS PROCEDIMIENTOS EN CRANEO CEREBRO O MENINGES CEREBRALES} SubGrupo: {VENTRICULOSTOMРIAS},36
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA NERVIOSO} Grupo: {PROCEDIMIENTOS EN CRANEO CEREBRO Y MENINGES CEREBRALES} SubGrupo: {BIOPSIA EN CRANEO},21
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA NERVIOSO} Grupo: {PROCEDIMIENTOS EN CRANEO CEREBRO Y MENINGES CEREBRALES} SubGrupo: {CRANEOTOMРIA Y CRANIECTOMРIA},123
