id,value
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA DIGESTIVO} Grupo : {OTROS PROCEDIMIENTOS EN INTESTINO} SubGrupo: {OTRA REPARACION DE INTESTINO},75
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA DIGESTIVO} Grupo : {OTROS PROCEDIMIENTOS EN INTESTINO} SubGrupo: {OTROS PROCEDIMIENTOS EN EL INTESTINO},2
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA DIGESTIVO} Grupo : {PROCEDIMIENTOS EN ANO} SubGrupo: {ABLACION DE LESION DE ANO POR DIATERMIA  CRIO O ELECTROCOAGULACION SOD},3
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA DIGESTIVO} Grupo : {PROCEDIMIENTOS EN ANO} SubGrupo: {ESFINTEROTOMIA DEL ANO},1
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA DIGESTIVO} Grupo : {PROCEDIMIENTOS EN ANO} SubGrupo: {FISTULECTOMIA ANAL O PERIANAL SOD},3
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA DIGESTIVO} Grupo : {PROCEDIMIENTOS EN ANO} SubGrupo: {FISTULOTOMIA ANAL SOD},1
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA DIGESTIVO} Grupo : {PROCEDIMIENTOS EN ANO} SubGrupo: {INCISION O ESCISION DE TEJIDO PERIANAL},2
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA DIGESTIVO} Grupo : {PROCEDIMIENTOS EN ANO} SubGrupo: {PROCEDIMIENTOS DIAGNOSTICOS EN ANO Y TEJIDO PERIANAL},4
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA DIGESTIVO} Grupo : {PROCEDIMIENTOS EN ANO} SubGrupo: {PROCEDIMIENTOS EN HEMORROIDES},54
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA DIGESTIVO} Grupo : {PROCEDIMIENTOS EN ANO} SubGrupo: {REPARACION DE ANO},3
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA DIGESTIVO} Grupo : {PROCEDIMIENTOS EN APENDICE} SubGrupo: {RESECCION DE APENDICE},41
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA DIGESTIVO} Grupo : {PROCEDIMIENTOS EN ESTOMAGO} SubGrupo: {ESCISION LOCAL ENDOSCOPICA DE LESION O TEJIDO DE ESTOMAGO},18
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA DIGESTIVO} Grupo : {PROCEDIMIENTOS EN ESTOMAGO} SubGrupo: {GASTRECTOMIA PARCIAL CON ANASTOMOSIS AL DUODENO},2
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA DIGESTIVO} Grupo : {PROCEDIMIENTOS EN ESTOMAGO} SubGrupo: {GASTRECTOMIA PARCIAL CON ANASTOMOSIS AL YEYUNO},2
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA DIGESTIVO} Grupo : {PROCEDIMIENTOS EN ESTOMAGO} SubGrupo: {GASTRECTOMIA TOTAL},13
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA DIGESTIVO} Grupo : {PROCEDIMIENTOS EN ESTOMAGO} SubGrupo: {GASTROSTOMIA},46
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA DIGESTIVO} Grupo : {PROCEDIMIENTOS EN ESTOMAGO} SubGrupo: {INCISION Y ESCISION DE ESTOMAGO},1
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA DIGESTIVO} Grupo : {PROCEDIMIENTOS EN ESTOMAGO} SubGrupo: {OTRA GASTRECTOMIA PARCIAL},24
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA DIGESTIVO} Grupo : {PROCEDIMIENTOS EN ESOFAGO} SubGrupo: {ESCISION LOCAL O ELIMINACION DE LESION O TEJIDO DE ESOFAGO},17
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA DIGESTIVO} Grupo : {PROCEDIMIENTOS EN ESOFAGO} SubGrupo: {OTROS PROCEDIMIENTOS DE ESOFAGO},32
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA DIGESTIVO} Grupo : {PROCEDIMIENTOS EN ESOFAGO} SubGrupo: {PROCEDIMIENTOS DIAGNOSTICOS EN ESOFAGO},37
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA DIGESTIVO} Grupo : {PROCEDIMIENTOS EN ESOFAGO} SubGrupo: {REPARACIONES EN EL ESOFAGO},1
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA DIGESTIVO} Grupo : {PROCEDIMIENTOS EN HIGADO} SubGrupo: {ESCISION LOCAL O ELIMINACION DE TEJIDO O LESION DE HIGADO},4
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA DIGESTIVO} Grupo : {PROCEDIMIENTOS EN HIGADO} SubGrupo: {HEPATECTOMIA TOTAL},9
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA DIGESTIVO} Grupo : {PROCEDIMIENTOS EN HIGADO} SubGrupo: {REPARACION DEL HIGADO},2
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA DIGESTIVO} Grupo : {PROCEDIMIENTOS EN INTESTINO} SubGrupo: {ANASTOMOSIS INTESTINAL},20
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA DIGESTIVO} Grupo : {PROCEDIMIENTOS EN INTESTINO} SubGrupo: {COLECTOMIA INTRABDOMINAL TOTAL},1
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA DIGESTIVO} Grupo : {PROCEDIMIENTOS EN INTESTINO} SubGrupo: {ESCISION LOCAL DE LESION O TEJIDO DE INTESTINO GRUESO},29
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA DIGESTIVO} Grupo : {PROCEDIMIENTOS EN INTESTINO} SubGrupo: {ESCISION LOCAL O ABLACION DE LESION O TEJIDO DE INTESTINO DELGADO},7
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA DIGESTIVO} Grupo : {PROCEDIMIENTOS EN INTESTINO} SubGrupo: {OTRA ESCISION DE INTESTINO DELGADO},22
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA DIGESTIVO} Grupo : {PROCEDIMIENTOS EN INTESTINO} SubGrupo: {PROCEDIMIENTOS DIAGNOSTICOS EN EL INTESTINO DELGADO},4194
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA DIGESTIVO} Grupo : {PROCEDIMIENTOS EN INTESTINO} SubGrupo: {PROCEDIMIENTOS DIAGNOSTICOS EN INTESTINO GRUESO},2272
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA DIGESTIVO} Grupo : {PROCEDIMIENTOS EN INTESTINO} SubGrupo: {RESECCION PARCIAL DE INTESTINO GRUESO},52
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA DIGESTIVO} Grupo : {PROCEDIMIENTOS EN PARED ABDOMINAL} SubGrupo: {HERNIORRAFIA BILATERAL FEMORAL O CRURAL REPRODUCIDA SOD},4
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA DIGESTIVO} Grupo : {PROCEDIMIENTOS EN PARED ABDOMINAL} SubGrupo: {HERNIORRAFIA FEMORAL O CRURAL},8
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA DIGESTIVO} Grupo : {PROCEDIMIENTOS EN PARED ABDOMINAL} SubGrupo: {REPARACION DE HERNIA UMBILICAL},117
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA DIGESTIVO} Grupo : {PROCEDIMIENTOS EN PARED ABDOMINAL} SubGrupo: {REPARACION DE HERNIAS DIAFRAGMATICAS},3
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA DIGESTIVO} Grupo : {PROCEDIMIENTOS EN PARED ABDOMINAL} SubGrupo: {REPARACION DE OTRA HERNIA DE PARED ABDOMINAL ANTERIOR},11
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA DIGESTIVO} Grupo : {PROCEDIMIENTOS EN PARED ABDOMINAL} SubGrupo: {REPARACION UNILATERAL DE HERNIA INGUINAL},80
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA DIGESTIVO} Grupo : {PROCEDIMIENTOS EN PANCREAS} SubGrupo: {ESCISION LOCAL O ELIMINACION DE LESION DE PANCREAS Y CONDUCTO PANCREATICO},1
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA DIGESTIVO} Grupo : {PROCEDIMIENTOS EN PANCREAS} SubGrupo: {OTROS PROCEDIMIENTOS DE PANCREAS},7
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA DIGESTIVO} Grupo : {PROCEDIMIENTOS EN PANCREAS} SubGrupo: {PANCREATECTOMIA PARCIAL},4
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA DIGESTIVO} Grupo : {PROCEDIMIENTOS EN PANCREAS} SubGrupo: {PANCREATICODUODENECTOMIA},1
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA DIGESTIVO} Grupo : {PROCEDIMIENTOS EN PANCREAS} SubGrupo: {PANCREATOTOMIA},4
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA DIGESTIVO} Grupo : {PROCEDIMIENTOS EN RECTO RECTOSIGMOIDE Y TEJIDO PERIRRECTAL} SubGrupo: {ESCISION LOCAL O ELIMINACION DE LESION O TEJIDO RECTAL},12
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA DIGESTIVO} Grupo : {PROCEDIMIENTOS EN RECTO RECTOSIGMOIDE Y TEJIDO PERIRRECTAL} SubGrupo: {INCISION O ESCISION DE TEJIDO O LESION PERIRRECTAL},1
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA DIGESTIVO} Grupo : {PROCEDIMIENTOS EN RECTO RECTOSIGMOIDE Y TEJIDO PERIRRECTAL} SubGrupo: {OTRA RESECCION DE RECTO},4
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA DIGESTIVO} Grupo : {PROCEDIMIENTOS EN RECTO RECTOSIGMOIDE Y TEJIDO PERIRRECTAL} SubGrupo: {PROCEDIMIENTOS DIAGNOSTICOS EN RECTO RECTOSIGMOIDE Y TEJIDO PERIRRECTAL},87
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA DIGESTIVO} Grupo : {PROCEDIMIENTOS EN RECTO RECTOSIGMOIDE Y TEJIDO PERIRRECTAL} SubGrupo: {PROCTECTOMIAS},3
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA DIGESTIVO} Grupo : {PROCEDIMIENTOS EN RECTO RECTOSIGMOIDE Y TEJIDO PERIRRECTAL} SubGrupo: {REPARACION DE RECTO (PROCTOPLASTIA)},5
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA DIGESTIVO} Grupo : {PROCEDIMIENTOS EN VESICULA BILIAR Y TRACTO BILIAR} SubGrupo: {ANASTOMOSIS DE VESICULA BILIAR O VIA BILIAR},4
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA DIGESTIVO} Grupo : {PROCEDIMIENTOS EN VESICULA BILIAR Y TRACTO BILIAR} SubGrupo: {COLECISTOTOMIA Y COLECISTOSTOMIA},10
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA DIGESTIVO} Grupo : {PROCEDIMIENTOS EN VESICULA BILIAR Y TRACTO BILIAR} SubGrupo: {EXPLORACION Y DESCOMPRESION DE VIAS BILIARES},16
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA DIGESTIVO} Grupo : {PROCEDIMIENTOS EN VESICULA BILIAR Y TRACTO BILIAR} SubGrupo: {OTROS PROCEDIMIENTOS EN CONDUCTOS BILIARES Y ESFINTER},77
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA DIGESTIVO} Grupo : {PROCEDIMIENTOS EN VESICULA BILIAR Y TRACTO BILIAR} SubGrupo: {PROCEDIMIENTOS DIAGNOSTICOS EN LA VIA BILIAR PRINCIPAL},18
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA DIGESTIVO} Grupo : {PROCEDIMIENTOS EN VESICULA BILIAR Y TRACTO BILIAR} SubGrupo: {REPARACION DE VIAS BILIARES},5
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA DIGESTIVO} Grupo : {PROCEDIMIENTOS EN VESICULA BILIAR Y TRACTO BILIAR} SubGrupo: {RESECCION DE LESION O TEJIDO DE VESICULA BILIAR Y VIAS BILIARES},360
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA ENDOCRINO} Grupo : {PROCEDIMIENTOS EN LAS GLANDULAS TIROIDES Y PARATIROIDES} SubGrupo: {BIOPSIA DE GLANDULA TIROIDES},51
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA ENDOCRINO} Grupo : {PROCEDIMIENTOS EN LAS GLANDULAS TIROIDES Y PARATIROIDES} SubGrupo: {ESCISION DE LESION O TEJIDO TIROGLOSO},3
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA ENDOCRINO} Grupo : {PROCEDIMIENTOS EN LAS GLANDULAS TIROIDES Y PARATIROIDES} SubGrupo: {INCISION EN EL AREA TIROIDEA},13
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA ENDOCRINO} Grupo : {PROCEDIMIENTOS EN LAS GLANDULAS TIROIDES Y PARATIROIDES} SubGrupo: {OTROS PROCEDIMIENTOS EN REGION TIROIDEA Y PARATIROIDEA},2
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA ENDOCRINO} Grupo : {PROCEDIMIENTOS EN LAS GLANDULAS TIROIDES Y PARATIROIDES} SubGrupo: {PARATIROIDECTOMIA},25
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA ENDOCRINO} Grupo : {PROCEDIMIENTOS EN LAS GLANDULAS TIROIDES Y PARATIROIDES} SubGrupo: {RESECCION PARCIAL DE TIROIDES},40
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA ENDOCRINO} Grupo : {PROCEDIMIENTOS EN LAS GLANDULAS TIROIDES Y PARATIROIDES} SubGrupo: {RESECCION RETROESTERNAL DE TIROIDES},13
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA ENDOCRINO} Grupo : {PROCEDIMIENTOS EN LAS GLANDULAS TIROIDES Y PARATIROIDES} SubGrupo: {RESECCION TOTAL DE TIROIDES},67
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA ENDOCRINO} Grupo : {PROCEDIMIENTOS EN LAS GLANDULAS TIROIDES Y PARATIROIDES} SubGrupo: {TIROIDECTOMIA},16
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA ENDOCRINO} Grupo : {PROCEDIMIENTOS EN OTRAS GLANDULAS ENDOCRINAS} SubGrupo: {PROCEDIMIENTOS DIAGNOSTICOS EN GLANDULAS SUPRARRENALPITUITARIA PINEAL Y TIMO},12
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA ENDOCRINO} Grupo : {PROCEDIMIENTOS EN OTRAS GLANDULAS ENDOCRINAS} SubGrupo: {SUPRARRENALECTOMIAS},1
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA HEMATICO Y LINFATICO} Grupo : {PROCEDIMIENTOS EN EL SISTEMA LINFATICO} SubGrupo: {ESCISION DE GANGLIO LINFATICO REGIONAL},1
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA HEMATICO Y LINFATICO} Grupo : {PROCEDIMIENTOS EN EL SISTEMA LINFATICO} SubGrupo: {ESCISION RADICAL DE GANGLIO O ESTRUCTURA LINFATICA CERVICAL},28
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA HEMATICO Y LINFATICO} Grupo : {PROCEDIMIENTOS EN EL SISTEMA LINFATICO} SubGrupo: {ESCISION RADICAL DE OTROS GANGLIOS LINFATICOS},26
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA HEMATICO Y LINFATICO} Grupo : {PROCEDIMIENTOS EN EL SISTEMA LINFATICO} SubGrupo: {ESCISION SIMPLE DE ESTRUCTURA LINFATICA},6
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA HEMATICO Y LINFATICO} Grupo : {PROCEDIMIENTOS EN EL SISTEMA LINFATICO} SubGrupo: {PROCEDIMIENTOS DIAGNOSTICOS EN ESTRUCTURAS LINFATICAS},46
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA HEMATICO Y LINFATICO} Grupo : {PROCEDIMIENTOS EN EL SISTEMA LINFATICO} SubGrupo: {PROCEDIMIENTOS EN CONDUCTO TORACICO},3
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA HEMATICO Y LINFATICO} Grupo : {PROCEDIMIENTOS EN EL SISTEMA LINFATICO} SubGrupo: {REPARACION DE ESTRUCTURA LINFATICA},4
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA HEMATICO Y LINFATICO} Grupo : {PROCEDIMIENTOS EN MEDULA OSEA Y BAZO} SubGrupo: {PROCEDIMIENTOS DIAGNOSTICOS EN MEDULA OSEA Y BAZO},47
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA NERVIOSO} Grupo : {OTROS PROCEDIMIENTOS EN CRANEO CEREBRO O MENINGES CEREBRALES} SubGrupo: {DERIVACION VENTRICULAR EXTRACRANEAL},16
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA NERVIOSO} Grupo : {OTROS PROCEDIMIENTOS EN CRANEO CEREBRO O MENINGES CEREBRALES} SubGrupo: {OTROS PROCEDIMIENTOS EN CRANEO CEREBRO Y MENINGES CEREBRALES},2
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA NERVIOSO} Grupo : {OTROS PROCEDIMIENTOS EN CRANEO CEREBRO O MENINGES CEREBRALES} SubGrupo: {REPARACION DE MENINGES CEREBRALES},461
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA NERVIOSO} Grupo : {OTROS PROCEDIMIENTOS EN CRANEO CEREBRO O MENINGES CEREBRALES} SubGrupo: {REPARACION EN CRANEO (CRANEOPLASTIA)},10
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA NERVIOSO} Grupo : {OTROS PROCEDIMIENTOS EN CRANEO CEREBRO O MENINGES CEREBRALES} SubGrupo: {REVISION EXTRACCION E IRRIGACION DE DERIVACION VENTRICULAR},11
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA NERVIOSO} Grupo : {OTROS PROCEDIMIENTOS EN CRANEO CEREBRO O MENINGES CEREBRALES} SubGrupo: {VENTRICULOSTOMIAS},15
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA NERVIOSO} Grupo : {PROCEDIMIENTOS EN CRANEO CEREBRO Y MENINGES CEREBRALES} SubGrupo: {BIOPSIA EN CRANEO},6
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA NERVIOSO} Grupo : {PROCEDIMIENTOS EN CRANEO CEREBRO Y MENINGES CEREBRALES} SubGrupo: {CRANEOTOMIA Y CRANIECTOMIA},66
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA NERVIOSO} Grupo : {PROCEDIMIENTOS EN CRANEO CEREBRO Y MENINGES CEREBRALES} SubGrupo: {ESCISION DE LESION O TEJIDO EN CRANEO},30
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA NERVIOSO} Grupo : {PROCEDIMIENTOS EN CRANEO CEREBRO Y MENINGES CEREBRALES} SubGrupo: {ESCISION O ABLACION DE LESION O TEJIDO CEREBRAL},29
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA NERVIOSO} Grupo : {PROCEDIMIENTOS EN CRANEO CEREBRO Y MENINGES CEREBRALES} SubGrupo: {INCISION DE CEREBRO Y MENINGES CEREBRALES},25
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA NERVIOSO} Grupo : {PROCEDIMIENTOS EN CRANEO CEREBRO Y MENINGES CEREBRALES} SubGrupo: {INCISION DE CRANEO},6
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA NERVIOSO} Grupo : {PROCEDIMIENTOS EN CRANEO CEREBRO Y MENINGES CEREBRALES} SubGrupo: {RESECCION DE LOBULOS CEREBRALES (LOBECTOMIA)},2
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA NERVIOSO} Grupo : {PROCEDIMIENTOS EN MEDULA ESPINAL Y ESTRUCTURAS DEL CANAL RAQUIDEO} SubGrupo: {DERIVACION ESPINAL},1
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA NERVIOSO} Grupo : {PROCEDIMIENTOS EN MEDULA ESPINAL Y ESTRUCTURAS DEL CANAL RAQUIDEO} SubGrupo: {DIVISION DE RAIZ DE NERVIO INTRAESPINAL},1
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA NERVIOSO} Grupo : {PROCEDIMIENTOS EN MEDULA ESPINAL Y ESTRUCTURAS DEL CANAL RAQUIDEO} SubGrupo: {ESCISION O ABLACION DE LESION DE LA MEDULA ESPINAL O DE MENINGES ESPINALES},3
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA NERVIOSO} Grupo : {PROCEDIMIENTOS EN MEDULA ESPINAL Y ESTRUCTURAS DEL CANAL RAQUIDEO} SubGrupo: {EXPLORACION Y DESCOMPRESION DE ESTRUCTURAS DEL CANAL RAQUIDEO},50
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA NERVIOSO} Grupo : {PROCEDIMIENTOS EN MEDULA ESPINAL Y ESTRUCTURAS DEL CANAL RAQUIDEO} SubGrupo: {INYECCION DE AGENTE DESTRUCTIVO EN EL CANAL ESPINAL},1
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA NERVIOSO} Grupo : {PROCEDIMIENTOS EN MEDULA ESPINAL Y ESTRUCTURAS DEL CANAL RAQUIDEO} SubGrupo: {LISIS DE ADHERENCIAS DE MEDULA ESPINAL Y RAICES DE NERVIOS ESPINALES},2
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA NERVIOSO} Grupo : {PROCEDIMIENTOS EN MEDULA ESPINAL Y ESTRUCTURAS DEL CANAL RAQUIDEO} SubGrupo: {OTROS PROCEDIMIENTOS EN MEDULA ESPINAL Y ESTRUCTURAS DEL CANAL RAQUIDEO},34
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA NERVIOSO} Grupo : {PROCEDIMIENTOS EN MEDULA ESPINAL Y ESTRUCTURAS DEL CANAL RAQUIDEO} SubGrupo: {PROCEDIMIENTOS DIAGNOSTICOS EN LA MEDULA ESPINAL O ESTRUCTURAS DEL CANAL RAQUIDEO},108
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA NERVIOSO} Grupo : {PROCEDIMIENTOS EN MEDULA ESPINAL Y ESTRUCTURAS DEL CANAL RAQUIDEO} SubGrupo: {PROCEDIMIENTOS PLASTICOS EN ESTRUCTURAS DEL CANAL RAQUIDEO},3
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA NERVIOSO} Grupo : {PROCEDIMIENTOS EN NERVIOS CRANEALES Y PERIFERICOS} SubGrupo: {ABLACION DE NERVIOS CRANEALES Y PERIFERICOS},72
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA NERVIOSO} Grupo : {PROCEDIMIENTOS EN NERVIOS CRANEALES Y PERIFERICOS} SubGrupo: {INCISION DIVISION Y ESCISION DE NERVIOS CRANEALES Y PERIFERICOS},20
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA NERVIOSO} Grupo : {PROCEDIMIENTOS EN NERVIOS CRANEALES Y PERIFERICOS} SubGrupo: {INYECCION DENTRO DE NERVIO CRANEAL O PERIFERICO},165
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA NERVIOSO} Grupo : {PROCEDIMIENTOS EN NERVIOS CRANEALES Y PERIFERICOS} SubGrupo: {LISIS DE ADHERENCIAS O DESCOMPRESIONES DE NERVIOS CRANEALES O PERIFERICOS},83
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA NERVIOSO} Grupo : {PROCEDIMIENTOS EN NERVIOS CRANEALES Y PERIFERICOS} SubGrupo: {PROCEDIMIENTOS DIAGNOSTICOS EN SISTEMA NERVIOSO PERIFERICO},19
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA NERVIOSO} Grupo : {PROCEDIMIENTOS EN NERVIOS CRANEALES Y PERIFERICOS} SubGrupo: {SUTURA DE NERVIOS CRANEALES Y PERIFERICOS},12
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA NERVIOSO} Grupo : {PROCEDIMIENTOS EN NERVIOS CRANEALES Y PERIFERICOS} SubGrupo: {TRANSPOSICIONES DE NERVIOS CRANEALES O PERIFERICOS},6
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA NERVIOSO} Grupo : {PROCEDIMIENTOS EN NERVIOS O GANGLIOS SIMPATICOS} SubGrupo: {INYECCIONES EN NERVIOS O GANGLIOS SIMPATICOS},238
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA NERVIOSO} Grupo : {PROCEDIMIENTOS EN NERVIOS O GANGLIOS SIMPATICOS} SubGrupo: {SIMPATECTOMIA},40
Seccion : {PROCEDIMIENTOS QUIRURGICOS} Capitulo : {SISTEMA OSTEOMUSCULAR} Grupo : {OTROS PROCEDIMIENTOS EN HUESOS EXCEPTO HUESOS FACIALES} SubGrupo: {APLICACION DE DISPOSITIVO EXTERNO DE FIJACION},52
